"id","cyberball","focus","ostracism_condition","self_other_condition","duration","cyberball_played","consent","nt1_accepted","nt2_valued","nt3_powerfull","nt4_recognized","mood","gender_green","age_green","similar_green","ios_condition","ios_outcome","ios_group_ident","group_ident_like","group_ident_experience","excluded","ignored","received_tosses","sex","occupation","age","comments","seriousness","use_data","use_data_reason","cause_own_1","cause_own_2","cause_own_3","cause_own_4","cause_own_5","cause_own_6","cause_own_7","cause_own_8","cause_own_9","cause_own_10","av_locus1_own_situation_1","av_locus1_own_situation_2","av_locus1_own_situation_3","av_locus1_own_situation_4","av_locus1_own_situation_5","av_locus1_own_situation_6","av_locus1_own_situation_7","av_locus1_own_situation_8","av_locus1_own_situation_9","av_locus1_own_situation_10","av_locus2_own_internal_1","av_locus2_own_internal_2","av_locus2_own_internal_3","av_locus2_own_internal_4","av_locus2_own_internal_5","av_locus2_own_internal_6","av_locus2_own_internal_7","av_locus2_own_internal_8","av_locus2_own_internal_9","av_locus2_own_internal_10","av_stability1_own_stabil_1","av_stability1_own_stabil_2","av_stability1_own_stabil_3","av_stability1_own_stabil_4","av_stability1_own_stabil_5","av_stability1_own_stabil_6","av_stability1_own_stabil_7","av_stability1_own_stabil_8","av_stability1_own_stabil_9","av_stability1_own_stabil_10","av_stability2_own_time_1","av_stability2_own_time_2","av_stability2_own_time_3","av_stability2_own_time_4","av_stability2_own_time_5","av_stability2_own_time_6","av_stability2_own_time_7","av_stability2_own_time_8","av_stability2_own_time_9","av_stability2_own_time_10","cause_other_1","cause_other_2","cause_other_3","cause_other_4","cause_other_5","cause_other_6","cause_other_7","cause_other_8","cause_other_9","cause_other_10","av_locus1_other_situation_1","av_locus1_other_situation_2","av_locus1_other_situation_3","av_locus1_other_situation_4","av_locus1_other_situation_5","av_locus1_other_situation_6","av_locus1_other_situation_7","av_locus1_other_situation_8","av_locus1_other_situation_9","av_locus1_other_situation_10","av_locus2_other_internal_1","av_locus2_other_internal_2","av_locus2_other_internal_3","av_locus2_other_internal_4","av_locus2_other_internal_5","av_locus2_other_internal_6","av_locus2_other_internal_7","av_locus2_other_internal_8","av_locus2_other_internal_9","av_locus2_other_internal_10","av_stability1_other_stabil_1","av_stability1_other_stabil_2","av_stability1_other_stabil_3","av_stability1_other_stabil_4","av_stability1_other_stabil_5","av_stability1_other_stabil_6","av_stability1_other_stabil_7","av_stability1_other_stabil_8","av_stability1_other_stabil_9","av_stability1_other_stabil_10","av_stability2_other_time_1","av_stability2_other_time_2","av_stability2_other_time_3","av_stability2_other_time_4","av_stability2_other_time_5","av_stability2_other_time_6","av_stability2_other_time_7","av_stability2_other_time_8","av_stability2_other_time_9","av_stability2_other_time_10"
107,2,1,"excluded","yellow",1218,2,1,3,4,4,3,3,1,2,3,"group_yellow_own",4,6,5,5,8,8,5,2,"full time student, university",20,"-99",6,2,"-99","They have had a disagreement, or they have found out yellow has done something to them (eg gossiping about them)","They have fallen ill","the talk tackled a concept which some of the audience felt targetted by (eg issue of sexism/racism ini   work)","Their personalities do not match/they are very different people","Yellow is not a good or empathetic friend","They have worked hard and had a good application, CV and interview","The member of group yellow made an effort with their appearance - chose flattering clothes, shoes and did their hair/makeup","They have worked hard ","The member worked hard on the project and put in a lot of work","They have been having a hard time in work/life and therefore need more love and support from their partner",2,1,5,3,1,1,2,2,2,4,3,1,4,3,1,2,2,2,2,4,4,4,3,4,2,2,4,3,3,4,4,5,3,3,3,2,4,3,3,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
108,2,2,"excluded","green",878,2,1,5,5,5,5,5,1,2,7,"group_green_other",4,4,5,5,5,5,5,1,"Full-time carer for partner.",50,"Very interesting (partner's a psychologist!), though some of the situations were too vague for someone very logical - and with limited visualisation ability - to answer with acceptable accuracy. A couple of the radio button questions were presented vertically, which looks really strange! (And I actually assumed the participants were people who just left their mouse where it was and clicked because they were too lazy to play... not entirely sure what that says about my opinion of survey-takers... lol.)",7,2,"The only possibility would be that I'm bad at visualisation. But I did imagine a participant as best I can. :)","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"The friend's having a bad day.","They've been given too much work.","The audience disagrees.","Far too little detail to imagine a cause.","They can't help.","The interviewer thought they were the best candidate.","The friend feels like being nice.","They deserve it.","The project team (or the person) did a good job .and the project","Not a clue, far too many variables in close relationships!",4,4,3,3,4,2,4,2,3,3,4,4,3,3,4,2,4,2,3,3,4,3,5,3,2,4,4,3,2,3,4,3,5,3,2,4,4,3,2,3
109,2,2,"excluded","green",661,2,1,1,1,1,1,1,2,2,9,"group_green_other",7,1,1,1,9,9,2,2,"Student",25,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"they previously did something to upset their friend","they did not plan enough time","they focused on something negative","they are in a bad mood","they are self-centred","they did well on the interview","they look nice today","they perform well at their job","they completed the project well","they showed their partner appreciation",1,5,2,1,3,4,4,3,5,5,1,5,1,1,3,5,4,3,5,5,1,5,2,1,2,3,5,2,5,4,1,5,2,1,2,3,5,2,3,3
110,1,2,"included","green",775,2,1,8,8,3,1,1,2,3,5,"group_green_other",3,5,5,5,3,3,28,2,"communications adviser",37,"no",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"they did something to upset them accidentally","too busy","talk wasn't engaging","misunderstanding","they are unable to help","deserved it, interviewed well","they made an effort","they worked hard","they worked hard","they deserved it",3,2,3,3,0,1,2,2,2,3,3,2,3,3,0,1,3,2,2,3,5,3,4,5,0,2,3,2,3,4,5,4,5,5,0,2,3,2,4,4
111,1,1,"included","yellow",554,2,1,6,6,6,6,6,1,2,9,"group_yellow_own",5,7,5,5,1,1,20,1,"student",22,"-99",7,2,"-99","they have upset friend","they had unexpected circumstances","the talk was bad","they did something wrong","they are having  bad day","they did well at interview","they look nice","they did good work","they did something good","they are in love",5,1,1,5,5,1,5,1,5,4,5,1,1,5,1,1,1,1,5,4,5,5,5,5,5,3,5,1,5,4,5,5,5,5,5,1,5,1,5,4,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
112,1,1,"included","yellow",1610,2,1,8,8,6,8,8,1,3,8,"group_yellow_own",3,4,7,7,1,1,28,2,"Assistant manager ",34,"-99",7,2,"-99","Only seen as a member of a certain group.","Too much work, worked too long on a particular project.","May not have all the correct information, some people will always have a different opinion to another.","Uneven playing.","May not want to get involved in somebody else's business.","Suitable for the job, has the qualifications. ","Looks after themselves, maybe got a new outfit.","Good fair player.","Good team worker, highly valued, fair, good at what they do.","Healthy stable relatioship.",4,2,3,4,4,1,1,1,1,1,4,2,2,4,3,2,1,1,1,2,4,2,3,4,4,1,2,1,1,1,4,2,3,3,4,1,2,2,2,1,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
113,2,2,"excluded","green",786,2,1,3,5,8,5,1,1,1,5,"group_green_other",7,3,5,5,6,6,5,1,"Commercial Insurance Broker",50,"It was very transparent that the ball game was faked. I think it might have been a more interesting research if it had been less so but that depends I guess on what your specific objectives were.",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"The two just don't get on","Inexperienced and cannot handle the tasks","Member is young an inexperienced","Inability to socialise properly","They're selfish and self centred","They have  the qualifications necessary for the job","They are tidy","They're doing their job well","The praisers are easily pleased","The two are a good match",3,3,2,2,2,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3
114,1,1,"included","yellow",1231,2,1,9,9,5,9,9,1,5,5,"group_yellow_own",6,5,3,3,1,1,36,1,"Freelancer IT and Admin Consultancy & Support Services",49,"No comments. Thank you for the opportunity. ",6,2,"-99","The friend has some issue with yellow group member ","There is some cause internal or external that means the group member is not able to finish the work I could have no way of knowing the cause ","The audience is not in accordance with yellow group members views.","They were not compatible personalities ","They are selfish and do no think of others.","They are suitability and skills for the job that put them above other candidates.","The friend likes the member of group yellow (main cause) secondly the yellow groups members appearance is in some form attractive to the other person.","They are good at consistent and good at their job","They have skills or traits that has caused them to be held in high esteem by another person.","Their partner loves them more (due perhaps to being loved more back) than other partners may do.",3,3,3,3,1,1,2,1,1,4,3,3,3,3,1,1,2,1,1,1,3,3,3,4,3,4,4,2,2,4,3,3,3,4,3,4,4,2,2,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
115,2,2,"excluded","green",641,2,1,4,4,4,4,4,3,3,9,"group_green_other",7,4,6,6,6,6,5,1,"Personal Shopper",35,"It was very obvious the cyberball was meant to make me feel rejected and wasn't real.",5,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"The friend is a horrible person.","I don't understand the question.","It's unlikely an audience would react negatively.","Meet someone else.","They are not a friend.","Main cause? They wanted the job badly so they studied for it.","They looked good.","They did a good job.","They did the project well.","They're better looking.",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
116,2,2,"excluded","green",1139,2,1,2,2,1,2,2,1,2,3,"group_green_other",6,3,9,7,9,9,5,2,"Retail",22,"Fascinating stuff!",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"The member is associated with negative stigma","Something unexpected got in the way","The talk was not well written","The member of group Green is having a rough day","The member is too emotionally exhausted to provide that labour","The member's work history qualifies them","The member has done something new with their clothing","The member is a hard worker","The member devoted a lot of time and energy into the project","The member's partner is feeling appreciative ",4,4,1,1,1,1,1,1,1,4,4,4,1,1,2,2,5,1,1,5,4,5,1,5,5,2,5,1,2,5,3,5,1,5,5,1,5,1,2,3
117,1,1,"included","yellow",859,2,1,3,2,3,2,1,1,2,9,"group_yellow_own",1,3,6,7,4,3,25,2,"student",22,"-99",7,2,"-99","they did something that cannot be forgiven straight away","the person had to step out due to personal reasons, or they could not physically carry on. ","they did not portray the talk's ideology to the audience, or audience opposes the idea given.","the person they were meeting with does not keep the member in their good books","they had something else in their mind, so they couldn't focus.","this maybe due to good luck or their amazing skills","they looked good that day or tried harder than normal","they did very well recently, compared to what they did before","they presented their ideas well that can be received overall good with majority audience ","they treated the person with the same respect and love that they are recieving",4,4,4,3,4,3,2,3,4,3,3,2,3,3,4,2,4,4,3,3,4,3,3,4,3,3,3,3,3,4,3,4,2,3,3,3,3,3,3,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
118,2,2,"excluded","green",581,2,1,1,1,1,1,1,1,2,9,"group_green_other",7,2,5,5,7,7,5,2,"pa",29,"-99",6,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"green are not friendly","they are not currently working hard","He does not fit into their group.","Green does not have a good reputation","Green are not inclusive","they worked hard","he made an efford","he worked hard","Green members help him","they deserved it",1,2,1,3,1,1,5,1,3,1,1,2,3,2,1,1,3,1,3,1,3,4,3,2,1,2,3,1,5,5,3,4,3,2,2,2,3,1,5,5
119,1,2,"included","green",955,2,1,5,5,7,5,3,1,2,8,"group_green_other",5,5,5,5,5,5,30,1,"Musician",25,"-99",5,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"They are jealous of their skills at Cyberball","Green has been procrastinating","Green is very anxious and does not speak clearly","Green was not very sociable and didn't talk much","Green is too busy to help","Green prepared very well for the interview","Green's friend is very kind","Green has been practicing hard for Cyberball","Green has been working hard","Green has won a Cyberball competition",2,4,3,4,4,4,4,3,4,3,4,3,3,3,2,4,5,2,2,3,3,4,3,3,5,3,3,4,4,4,3,4,3,4,4,2,4,2,4,2
120,1,1,"included","yellow",733,2,1,8,8,6,7,7,1,3,8,"group_yellow_own",7,6,4,5,1,1,28,2,"Counsellor",32,"-99",7,2,"-99","friend","workload","topic of talk","conversation topic","yellow's personality.","research/preparation","Appearance","yellow performance","yellow performance","relationship ",4,2,5,3,1,2,2,2,2,2,4,4,4,3,1,2,5,2,2,3,5,4,3,3,3,3,3,3,3,2,5,5,5,3,3,3,3,4,3,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
121,2,2,"excluded","green",807,2,1,1,1,1,1,1,1,2,6,"group_green_other",5,5,6,6,9,9,5,2,"Project management",32,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"friend in bad mood","bad time management","Bad talk","Bad situation","unkind","good preparation","Nice friend","Good employer and har work","Hard word","Good relationship",5,1,1,5,1,1,5,3,1,1,5,1,1,5,1,1,5,3,1,2,5,4,3,5,1,4,4,3,1,5,5,5,3,5,1,4,4,3,1,5
122,2,2,"excluded","green",1048,2,1,1,3,1,1,5,1,2,5,"group_green_other",5,6,5,5,8,9,5,2,"nurse",27,"-99",6,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"not being inclusive.","the member may have been given a larger work load than others","not knowing the type of audience before talking","the member was ill prepared","they do not care enough to help","good resume","trying to be friendly","hard work","teamwork and good ideas","they are affectionate",4,2,5,1,1,1,5,2,1,2,4,2,5,3,4,3,5,1,1,2,2,2,5,3,4,3,4,3,1,2,4,3,3,3,3,3,4,3,1,2
123,1,1,"included","yellow",835,2,1,5,6,5,5,5,1,2,5,"group_yellow_own",4,3,6,6,2,2,33,1,"data entry clerk",30,"-99",6,2,"-99","maybe they weren't treating their friend properly in previous weeks","too much to do","they didn't prepare their talk and it wasn't organized","maybe the other person is prejudiced against our group","too busy, or the person has wronged them before","they put in a solid application and met the requirements","they looked good for the day","put in consistent good work and is well liked","was well made and put together, clearly prepared for","they had been a loving and constant partner",3,3,2,5,3,1,1,1,2,1,3,3,2,5,3,1,1,1,2,1,3,3,3,2,3,1,1,1,2,1,3,3,3,2,3,1,1,1,2,1,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
124,2,2,"excluded","green",1215,2,1,2,2,1,2,3,1,2,8,"group_green_other",4,2,8,8,8,8,5,2,"Hospitality",39,"-99",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Green may have been not nice to the friend first","too busy supporting his group and playing the game to complete his work.","He was not popular to begin with","He is too self centered and inconsiderate","he is not intrested in other peoples problems","he showed he was keen and willing, possible exggerated his work ethic.","The friend generally thinks green look good.","Kiss ass, he didn't even do all the work that was expected of him.","Green did a good job","Thier team is more involved in the game",1,4,2,2,1,2,5,1,1,4,4,3,2,2,2,2,5,1,2,3,4,5,4,2,2,1,5,2,5,4,4,4,3,2,2,2,3,2,4,3
125,1,1,"included","yellow",1234,2,1,5,6,4,4,5,1,2,8,"group_yellow_own",4,3,5,6,3,3,25,1,"Compliance officer",31,"-99",6,2,"-99","the person was having a bad day","they were wasting too much time during the day","they might not have researched the subject properly and ended up coming across as biased","the person was unfriendly","The member of the group is simply busy with many other things and cannot be distracted.","They worked hard and they didn't give up and their efforts were recognised.","they were well dressed","They were performing well, and had a good personality that got noticed by management.","the person was skilled and worked hard at the task","they have a good relationship",2,1,2,1,1,1,1,2,1,1,4,1,2,4,2,3,1,4,2,1,4,3,4,4,4,4,3,3,3,4,4,4,3,4,4,3,3,4,3,4,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
126,1,1,"included","yellow",645,2,1,6,6,6,6,6,1,2,7,"group_yellow_own",2,7,6,6,3,2,30,2,"Student",20,"Thank you for offering this opportunity! I thought it was a very thought-provoking questionnaire, and I hope that my answers were sufficient for your study. Please enjoy your day :)",7,2,"-99","This member of team yellow has had an argument with a friend who wanted them to join team green. The friend acts hostilely when they see that they joined team yellow rather than team green.","This member of team yellow slacked off early on when they were given the task and now has left all the work to last-minute.","The person from team yellow gives a talk which reflects the values of team yellow. The audience happens to be a mixture of people from team blue and green, and so they react negatively because the views of team yellow differ to that of team green and blue.","The cause of this is that this person from team yellow is meeting up with someone from team blue, and the two teams do not get along very well and have an argument about which team is superior.","This person from Team Yellow has heard a rumour about this 'friend' before from someone else in the yellow team and now doesn't want to help this person, because they value loyalty towards their teammates rather than helping someone on the outside.","The dedication of the person in team yellow and their hard work and efforts.","This person from team yellow decided to do their makeup and hair a little differently that day.","This person of team yellow worked hard to get the approval of their boss, and was then rewarded for these good efforts.","This person from team yellow worked hard to create a good piece of work.","Because this person from team yellow gave their partner a very thoughtful birthday present. ",5,1,3,3,1,1,1,2,1,2,5,1,3,3,2,1,1,2,1,1,4,4,2,4,5,1,4,2,2,2,4,2,2,4,5,2,3,2,2,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
127,2,2,"excluded","green",644,2,1,1,1,1,1,3,1,2,9,"group_green_other",5,1,5,4,9,9,8,2,"homemaker",33,"it was pretty obvious that it wasnt real people",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"they are rude","lazy","controversal","they are rude","they are rude","hard working","they look good","hard worker","they are hard working","they are nice",1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,1,2,4,4,4,2,4,2,5,2,1,4,2,3,2,2,1,2,3,2,1,4
128,2,1,"excluded","yellow",1428,2,1,2,2,1,3,5,3,1,5,"group_yellow_own",2,5,8,7,8,6,8,1,"Law Enforcement",26,"I'm sorry for my responses, but I took the questions seriously. Have a day.",7,2,"-99","The member ran across one of their old DDR partners, who is upset that they left the dancing scene. The group member is staying strong and has rejected the friend's attempts to draw them back into the game.","This member seriously needs to spend less time playing Dance Dance Revolution. The whole Yellow group is concerned. Their family is concerned. We are considering an intervention.","The member was entirely unprepared for the talk because they were up too late playing Dance Dance Revolution. They have a serious addiction problem and they just can't stop dancing until 4 am.","Stomach troubles","That member is not a good friend","They were qualified and interviewed well","Member showered for the first time in weeks. Quarantine has really been taking its toll on their mental health, and they have struggled with self-care. Their friend is very proud of them for taking steps back on the path to better health and self-respect","They earned it","We've finally gotten them away from Dance Dance Revolution and their work has improved. We hope that it lasts, this time.","The partner had an epiphany",5,2,4,5,1,1,1,2,2,4,4,2,2,2,2,1,1,2,1,4,4,4,4,5,4,2,5,4,4,5,2,2,4,5,4,2,5,2,2,2,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
129,2,1,"excluded","yellow",1059,2,1,3,2,5,1,5,3,2,3,"group_yellow_own",3,4,6,7,6,7,10,1,"unemployed",25,"-99",6,2,"-99","the friend opinion of the member","Someone failed to manage their time ","The speaking ability of the member","Individual experiences of a member","They could be unfamiliar with the friend and don't feel comfortable.","the members application and the qualifications.","The members appearance and the friends preference.","Their supervisor/boss saw some value in the member","The capability and skills of the member ","The quality of that relationship",4,2,2,2,3,2,3,2,3,5,4,3,3,3,4,3,3,4,4,3,3,4,5,4,5,4,2,3,4,4,4,5,5,4,3,3,2,3,3,3,"-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
130,1,2,"included","green",1146,2,1,9,9,9,9,9,1,4,5,"group_green_other",5,5,5,6,1,1,33,2,"Travel writer",56,"It was interesting - thanks for the chance to participate.  I like that my real players were virtual! ",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Friend is going through some tough times during Covid and has worries that are breaking through their normal friendly demeanor. ","Green is struggling with their normal workload due to home life issues. ","Green has taken a decision to step up in a situation where they are likely to face dissent.  ","The other person wasn't in agreement with Green's views and thought Green should change his/her mind. ","The member of Group Green believes that this can only be solved by the friend themself.  ","Green has diligently researched the role and has acquired the skills necessary to ace the interview.  ","Green has been feeling a bit down, but has made an effort, hence a friend being supportive.","Green has applied themselves diligently to their KPIs and has more than met their performance expectations. ","Green has worked really hard to make this happen, has acquired new skills and applied them.","Green's partner has reflected on their living situation and is grateful for their partner's qualities.  ",5,2,3,4,4,1,2,1,1,3,5,2,3,5,4,1,3,1,1,5,5,4,3,4,4,1,4,3,1,3,4,3,3,4,4,1,4,3,1,3
131,1,2,"included","green",1177,2,1,7,7,7,8,7,1,5,6,"group_green_other",1,7,6,7,6,6,35,1,"IT Manager",44,"No actually very enjoyable making you think abit!!! Thank you!!",7,2,"-99","-66","-66","-66","-66","-66","-66","-66","-66","-66","-66",-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"Perhaps had a disagreement??","Perhaps having difficulty with the task that is presented to him/her","Often talks have intentions and sometimes dont have the best outcomes so obviously the  audience  don't agree by what is being said","could of had a bad disagreement or had a bad passed","maybe they simply thought it was what they wanted to do in the first place? or they are lazy..","Could be a very skilled person and presents his/herself in a way that is a right fit for the job","Dressed in a way that he/she cares about there appearance.. ","Long serving and very good what him/her does","A good team player and perhaps a friend?","Perhaps in a relationship or a member of the family?",4,2,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,2,2,2,3,4,4,4,4,2,2,2,3,2,4,4,2,3,4,2,2,2,2,2
