"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"c_0002";"cyberball_played";"consent";"worker_id";"nt1_accepted";"nt2_valued";"nt3_powerfull";"nt4_recognized";"mood";"gender_green";"age_green";"similar_green";"ios_yellow";"ios_green";"ios_group_ident";"group_ident_like";"group_ident_experience";"excluded";"ignored";"received_tosses";"sex";"occupation";"age";"native";"no_native";"comments";"seriousness";"use_data";"use_data_reason";"cause_own_1";"cause_own_2";"cause_own_3";"cause_own_4";"cause_own_5";"cause_own_6";"cause_own_7";"cause_own_8";"cause_own_9";"cause_own_10";"av_locus1_own_situation_1";"av_locus1_own_situation_2";"av_locus1_own_situation_3";"av_locus1_own_situation_4";"av_locus1_own_situation_5";"av_locus1_own_situation_6";"av_locus1_own_situation_7";"av_locus1_own_situation_8";"av_locus1_own_situation_9";"av_locus1_own_situation_10";"av_locus2_own_internal_1";"av_locus2_own_internal_2";"av_locus2_own_internal_3";"av_locus2_own_internal_4";"av_locus2_own_internal_5";"av_locus2_own_internal_6";"av_locus2_own_internal_7";"av_locus2_own_internal_8";"av_locus2_own_internal_9";"av_locus2_own_internal_10";"av_stability1_own_stabil_1";"av_stability1_own_stabil_2";"av_stability1_own_stabil_3";"av_stability1_own_stabil_4";"av_stability1_own_stabil_5";"av_stability1_own_stabil_6";"av_stability1_own_stabil_7";"av_stability1_own_stabil_8";"av_stability1_own_stabil_9";"av_stability1_own_stabil_10";"av_stability2_own_time_1";"av_stability2_own_time_2";"av_stability2_own_time_3";"av_stability2_own_time_4";"av_stability2_own_time_5";"av_stability2_own_time_6";"av_stability2_own_time_7";"av_stability2_own_time_8";"av_stability2_own_time_9";"av_stability2_own_time_10";"cause_other_1";"cause_other_2";"cause_other_3";"cause_other_4";"cause_other_5";"cause_other_6";"cause_other_7";"cause_other_8";"cause_other_9";"cause_other_10";"av_locus1_other_situation_1";"av_locus1_other_situation_2";"av_locus1_other_situation_3";"av_locus1_other_situation_4";"av_locus1_other_situation_5";"av_locus1_other_situation_6";"av_locus1_other_situation_7";"av_locus1_other_situation_8";"av_locus1_other_situation_9";"av_locus1_other_situation_10";"av_locus2_other_internal_1";"av_locus2_other_internal_2";"av_locus2_other_internal_3";"av_locus2_other_internal_4";"av_locus2_other_internal_5";"av_locus2_other_internal_6";"av_locus2_other_internal_7";"av_locus2_other_internal_8";"av_locus2_other_internal_9";"av_locus2_other_internal_10";"av_stability1_other_stabil_1";"av_stability1_other_stabil_2";"av_stability1_other_stabil_3";"av_stability1_other_stabil_4";"av_stability1_other_stabil_5";"av_stability1_other_stabil_6";"av_stability1_other_stabil_7";"av_stability1_other_stabil_8";"av_stability1_other_stabil_9";"av_stability1_other_stabil_10";"av_stability2_other_time_1";"av_stability2_other_time_2";"av_stability2_other_time_3";"av_stability2_other_time_4";"av_stability2_other_time_5";"av_stability2_other_time_6";"av_stability2_other_time_7";"av_stability2_other_time_8";"av_stability2_other_time_9";"av_stability2_other_time_10";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6464880";"rts6464882";"rts6464883";"rts6464885";"rts6464888";"rts6465857";"rts6465888";"rts6465924";"rts6466281";"rts6466848";"rts6467037";"rts6467043";"rts6467078";"rts6473402";"rts6473507";"rts6473523";"rts6521622";"rts6521623";"rts6521677";"rts6521689";"rts6521690";"rts6529429";"rts6530938";"rts6535930";"tic"
"133";"0";"0";"31";"6464887";"-77";"44";"-66";"-66";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464887";"1";"1";"0";"-77";"-77";"97cc65fc07248076f811cb4a6bb09b71";"1";"0";"1590417040";"2020-05-25 14:30:40";"2020-05-25 14:31:24";"0000-00-00 00:00:00";"0";"0";"0";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-66"
"134";"0";"0";"31";"6464875";"-77";"667";"2";"1";"2";"1";"5eca394244972a562bdc21a0";"2";"2";"2";"2";"1";"1";"2";"9";"5";"-77";"6";"1";"2";"9";"9";"10";"1";"Engineer";"26";"1";"-99";"-99";"7";"2";"-99";"Possible the yellow group member was an unwelcoming person";"Incompetence on the member seeking help";"They probably said something mildly offenisive to  the people addressed.";"Yellow was likely unlikeable";"Member of Yellow is possibly not liked very much";"They probably just got lucky";"Yellow probably tried really hard  to be a person pleaser";"Probably due to the fact they wriggled through and  found a shortcut";"Worked hard because they felt like an outlier.";"Would feel good for them genuinely. Partner relations don't always need to be specific for the single person";"4";"2";"1";"4";"2";"4";"4";"4";"4";"1";"4";"2";"2";"4";"2";"4";"2";"4";"2";"2";"2";"4";"4";"4";"4";"4";"5";"3";"2";"4";"2";"4";"4";"5";"4";"5";"5";"3";"2";"4";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; rv:68.0) Gecko/20100101 Firefox/68.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"0";"0";"-77";"-77";"485b2ca02c8c666114772b0bc186f8bc";"1";"0";"1590417048";"2020-05-25 14:30:48";"2020-05-25 14:41:55";"0000-00-00 00:00:00";"83";"73";"48";"11";"23";"38";"185";"200";"649";"575";"0";"0";"655";"31";"609";"220";"0";"599";"633";"657";"667";"0";"212";"590";"7b51c6125038f63ee84a2dc70f0fedae"
"135";"0";"0";"22";"6479078";"-77";"159";"1";"1";"2";"1";"5eb089604b5931137dd66a19";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18363";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078";"0";"0";"0";"-77";"-77";"c7ff822b956c9b7538ac5726b60a28ef";"1";"0";"1590417051";"2020-05-25 14:30:51";"2020-05-25 14:33:53";"0000-00-00 00:00:00";"182";"159";"86";"30";"51";"70";"0";"0";"0";"0";"0";"0";"0";"58";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6d2d83fdaef089e2fed3da535dcacacc"
"136";"0";"0";"22";"6467043";"-77";"2402";"1";"2";"2";"1";"5b5e0e86902ad10001cfcc59";"9";"9";"4";"7";"9";"1";"3";"9";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36 OPR/68.0.3618.125";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043";"0";"1";"0";"-77";"-77";"d66c1329758ae8f7185cc6859b34a7bf";"1";"0";"1590417055";"2020-05-25 14:30:55";"2020-05-25 15:11:07";"0000-00-00 00:00:00";"2279";"2266";"928";"750";"904";"924";"2380";"2397";"0";"0";"2412";"0";"0";"909";"0";"0";"0";"0";"0";"0";"0";"2402";"0";"0";"5cbb2ed3e59ea388afaa2f200112f3a7"
"137";"0";"0";"31";"6464875";"-77";"581";"2";"1";"2";"1";"5e06";"4";"5";"2";"1";"9";"1";"2";"5";"2";"-77";"7";"7";"7";"8";"8";"10";"1";"mechanic";"33";"1";"-99";"thanks";"7";"2";"-99";"im really not sure";"Maybe they struggled with the work or maybe they alot of time on certain bits that they cant finish it all";"Because you cant always please everyone with what you say";"These things happen because not everyone can always get on";"Then they are not really a friend!";"They applied for the job and others in the group supported them and wished them well";"This is because they look nice";"they must have worked really hard";"That is because they have obviously done a really good job";"That is just because they have a great relationship";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"1";"0";"-77";"-77";"3c4b3cf47ad7eecad0e346a9c49bfbb8";"1";"0";"1590417061";"2020-05-25 14:31:01";"2020-05-25 14:40:42";"0000-00-00 00:00:00";"46";"41";"30";"4";"16";"27";"161";"183";"556";"496";"0";"0";"559";"21";"522";"191";"0";"515";"541";"567";"581";"0";"186";"508";"78b69f4b1077ab7aae5be5d14538bc6d"
"138";"0";"0";"22";"6467043";"-77";"405";"2";"2";"2";"1";"5ec707da38dcb113adc4cbc3";"1";"1";"1";"1";"1";"2";"1";"9";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043";"1";"0";"0";"-77";"-77";"4c3d28cbac7256bb630facd37a729559";"1";"0";"1590417071";"2020-05-25 14:31:11";"2020-05-25 14:38:00";"0000-00-00 00:00:00";"130";"126";"65";"10";"43";"60";"238";"401";"0";"0";"409";"0";"0";"48";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"addd948e17430af5879712c405464622"
"139";"0";"0";"22";"6464880";"-77";"166";"2";"1";"2";"1";"5ec65589a964d701f613b33a";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-66";"-66";"-77";"-66";"-66";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18363";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880";"0";"0";"0";"-77";"-77";"d73406fa380867ece59abaee0c9a07b1";"1";"0";"1590417127";"2020-05-25 14:32:07";"2020-05-25 15:05:25";"0000-00-00 00:00:00";"0";"1998";"166";"102";"119";"141";"0";"0";"0";"0";"0";"0";"0";"132";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-66"
"140";"0";"0";"31";"6464875";"-77";"992";"2";"1";"2";"1";"5e54171b701aff0884086ef1";"3";"4";"7";"6";"2";"1";"2";"4";"6";"-77";"6";"6";"7";"5";"4";"5";"1";"student";"119";"1";"-99";"-99";"5";"2";"-99";"Because of a previous bad experience with another member of the group yellow";"This may be because that member of yellow doesn't have the ability to complete all of this work";"Because the speech/talk may not have been satisfactory for the audience";"Because the opposing person doesn't like yellow or has already concocted options on said member because of there predetermined colour";"The member of group yellow who doesn't help isn't a good friend of the other person or that is his characteristic/personality";"They aren't as proficient at the job as they thought when applying.";"They have a nice appearance/are being treated nicely by their friend. ";"They worked hard at the job and were satisfactory enough to their superiors they were given a raise";"The project was well made and showed correct and interesting results";"They are perhaps a better partner than the person in comparison towards";"4";"4";"4";"2";"4";"5";"4";"4";"3";"5";"2";"2";"3";"2";"5";"5";"3";"5";"4";"5";"3";"4";"4";"3";"3";"4";"4";"4";"2";"4";"4";"2";"2";"4";"2";"4";"3";"2";"2";"4";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"1";"0";"-77";"-77";"cc1e98c4c54910dd3318117b29d59402";"1";"0";"1590417128";"2020-05-25 14:32:08";"2020-05-25 14:48:40";"0000-00-00 00:00:00";"67";"61";"38";"15";"21";"32";"200";"218";"974";"799";"0";"0";"982";"26";"955";"237";"0";"817";"966";"984";"992";"0";"229";"809";"2a7291faf235ead352cd9b9df3fe2700"
"141";"0";"0";"31";"6464875";"-77";"903";"1";"1";"2";"1";"5bd9b5730bde320001703575";"8";"7";"5";"7";"8";"1";"2";"2";"2";"-77";"2";"7";"6";"1";"1";"40";"1";"marketing";"23";"1";"-99";"no";"7";"2";"-99";"The yellow member had previously said something offensive about the friend, who in turn acts hostile to them when they see eachother.";"The yellow member has been overloaded with unexpected work and cannot complete the required amount of tasks";"The speaker sounded arrogant/condescending while talking";"The other person comes across as very rude and offends the member of my (yellow)group";"The member from yellow does not feel qualified/equipped to help the person with their problem";"The member spent a good amount of time researching the employer, understanding the job and practicing interview questions.";"Yellow had taken the time to shower and style their hair, as well as make an effort with a new outfit.";"The yellow member has been working harder at their job and significantly increased productivity.";"The member spent a large amount of time conducting research and reviewing the project before submitting it.";"The relationship has improved over time, better communication has lead to a more intimate and loving relationship";"1";"1";"1";"5";"2";"1";"1";"1";"1";"3";"1";"1";"1";"5";"2";"1";"1";"1";"1";"3";"3";"4";"2";"4";"2";"2";"3";"2";"2";"3";"2";"4";"2";"2";"2";"2";"3";"1";"2";"4";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479078,6479079,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"0";"0";"-77";"-77";"73213985c726415757f9d5b73f89038b";"1";"0";"1590417131";"2020-05-25 14:32:11";"2020-05-25 14:47:14";"0000-00-00 00:00:00";"72";"65";"43";"17";"26";"38";"173";"188";"885";"825";"0";"0";"888";"33";"853";"216";"0";"844";"872";"892";"903";"0";"196";"836";"bb67b55d95859b314150042eb24575eb"
"142";"0";"0";"31";"6464875";"-77";"656";"2";"2";"2";"1";"5c1374d8e32f86000165c217";"1";"1";"1";"1";"1";"1";"1";"6";"-77";"5";"2";"9";"9";"9";"9";"3";"2";"n/a";"33";"1";"-99";"-99";"7";"2";"-99";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"they've fallen out";"theyre busy";"theyre not a member of that group";"nothing in common ";"theyre in different groups";"they know the person offering the job";"theyre friends";"they worked hard";"theyre in the same group";"theye on the same team";"4";"2";"5";"5";"4";"2";"1";"5";"1";"1";"5";"2";"5";"5";"4";"1";"1";"5";"1";"1";"5";"2";"5";"4";"4";"1";"1";"1";"1";"1";"5";"1";"5";"2";"4";"1";"1";"1";"1";"1";"Mozilla/5.0 (X11; CrOS x86_64 12871.102.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.141 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6467023,6529429,6467037,6470606,6467043,6470606,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6467043,6521622,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"1";"1";"0";"-77";"-77";"e96789f388fa4035a389b6cfc13dce4e";"1";"0";"1590417134";"2020-05-25 14:32:14";"2020-05-25 14:43:10";"0000-00-00 00:00:00";"97";"87";"55";"8";"22";"42";"212";"236";"639";"0";"255";"558";"642";"31";"597";"0";"577";"589";"621";"644";"656";"244";"0";"0";"423ca00249176b694afd5ccada4e2720"
"143";"0";"0";"31";"6464875";"-77";"679";"2";"1";"2";"1";"596e51b8b174180001756e7a";"2";"2";"1";"2";"5";"1";"3";"7";"2";"-77";"3";"6";"6";"2";"2";"10";"1";"accountant ";"33";"1";"-99";"-99";"7";"2";"-99";"they have good respect for eachother ";"they have been given to much work to do ";"the crowd are trying to just be negative to disresect the member yellow ";"the other person is a bad person ";"he doesnt have a answer to help ";"they were suitable for the job ";"they look well presented ";"they worked hard for it ";"they did well";"they deserved it ";"2";"4";"3";"2";"3";"3";"2";"2";"2";"3";"2";"4";"3";"2";"2";"3";"2";"2";"1";"3";"2";"4";"4";"2";"3";"3";"2";"2";"2";"4";"2";"2";"3";"3";"5";"2";"1";"2";"2";"2";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"6464885,6464886,6464888,6465730,6473402,6473403,6465857,6464883,6464882,6464880,6479077,6479079,6479080,6465888,6465924,6473522,6530938,6473523,6467242,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6466848,6535930,6467023,6521623,6473507,6521677,6466281,6467078,6521689,6521690,6464875";"0";"1";"0";"-77";"-77";"ee5f7aa9556b41a4ef3779212ef7f8ca";"1";"0";"1590417137";"2020-05-25 14:32:17";"2020-05-25 14:43:36";"0000-00-00 00:00:00";"130";"119";"74";"11";"41";"54";"248";"273";"654";"586";"0";"0";"659";"48";"617";"345";"0";"608";"644";"664";"679";"0";"284";"600";"859cc3accfad06b685d721f7ef6cb1f8"
